,Hour,Weekno,Enhanced_Weekday,gas_price,demand_2da,Solar7da,Wind7da,np15_outage_total,demandMinusWindMinusSolar,Ph,target0
2023-08-14 07:00:00,8.0,33.0,1.0,8.0,28205.04,636.13,184.87,3062.0600000000004,27384.04,67.64566,54.24918
2023-08-14 08:00:00,9.0,33.0,1.0,8.0,28623.96,1333.41,108.43,3080.6499999999996,27182.12,54.24918,51.43281
2023-08-14 09:00:00,10.0,33.0,1.0,8.0,28738.75,1661.38,66.63,3111.43,27010.739999999998,51.43281,49.46537
2023-08-14 10:00:00,11.0,33.0,1.0,8.0,29239.47,1740.79,45.99,3156.3199999999997,27452.69,49.46537,52.54383
2023-08-14 11:00:00,12.0,33.0,1.0,8.0,30391.14,1764.63,31.19,3228.2200000000003,28595.32,52.54383,54.0754
2023-08-14 12:00:00,13.0,33.0,1.0,8.0,32062.21,1770.64,25.95,3233.87,30265.62,54.0754,59.9991
2023-08-14 13:00:00,14.0,33.0,1.0,8.0,34106.76,1762.78,36.65,3215.16,32307.33,59.9991,69.71196
2023-08-14 14:00:00,15.0,33.0,1.0,8.0,36246.42,1755.35,64.76,3193.98,34426.31,69.71196,77.67487
2023-08-14 15:00:00,16.0,33.0,1.0,8.0,38379.14,1720.48,111.47,3205.87,36547.189999999995,77.67487,95.7638
2023-08-14 16:00:00,17.0,33.0,1.0,8.0,40153.09,1606.82,168.22,3157.77,38378.049999999996,95.7638,110.35629
2023-08-14 17:00:00,18.0,33.0,1.0,8.0,41281.28,1342.61,248.09,3075.94,39690.58,110.35629,147.80582
2023-08-14 18:00:00,19.0,33.0,1.0,8.0,41441.57,755.71,351.39,2210.9700000000003,40334.47,147.80582,169.53749102743535
2023-08-14 19:00:00,20.0,33.0,1.0,8.0,40427.73,161.09,491.12,2187.16,39775.520000000004,169.53749102743535,169.53749102743535
2023-08-14 20:00:00,21.0,33.0,1.0,8.0,39274.61,0.0,636.34,2195.3,38638.270000000004,169.53749102743535,169.53749102743535
2023-08-14 21:00:00,22.0,33.0,1.0,8.0,37286.76,0.0,706.92,2133.1,36579.840000000004,169.53749102743535,133.41733
2023-08-14 22:00:00,23.0,33.0,1.0,8.0,34329.68,0.0,705.1,2217.38,33624.58,133.41733,80.18487
2023-08-14 23:00:00,24.0,33.0,1.0,8.0,31587.1,0.0,685.34,2213.2799999999997,30901.76,80.18487,73.66369
2023-08-15 00:00:00,1.0,33.0,2.0,11.29,30212.63,0.0,371.61,2204.5099999999998,29841.02,73.66369,80.19617
2023-08-15 01:00:00,2.0,33.0,2.0,11.29,28718.53,0.0,336.25,2243.94,28382.28,80.19617,71.75936
2023-08-15 02:00:00,3.0,33.0,2.0,11.29,27460.26,0.0,306.65,2242.4,27153.609999999997,71.75936,66.74611
2023-08-15 03:00:00,4.0,33.0,2.0,11.29,26664.05,0.0,299.5,2231.35,26364.55,66.74611,66.03651
2023-08-15 04:00:00,5.0,33.0,2.0,11.29,26641.24,0.0,317.51,2229.83,26323.730000000003,66.03651,66.37355
2023-08-15 05:00:00,6.0,33.0,2.0,11.29,27435.29,0.0,343.03,2960.23,27092.260000000002,66.37355,68.81182
2023-08-15 06:00:00,7.0,33.0,2.0,11.29,28794.98,98.21,364.37,2957.77,28332.4,68.81182,85.9037
2023-08-15 07:00:00,8.0,33.0,2.0,11.29,29955.43,685.39,352.54,2984.3,28917.5,85.9037,69.6554
2023-08-15 08:00:00,9.0,33.0,2.0,11.29,30462.18,1402.89,292.76,3134.9,28766.530000000002,69.6554,64.06307
2023-08-15 09:00:00,10.0,33.0,2.0,11.29,30911.21,1701.07,216.57,3186.33,28993.57,64.06307,63.02771
2023-08-15 10:00:00,11.0,33.0,2.0,11.29,31744.56,1767.29,153.11,3284.93,29824.16,63.02771,64.2647
2023-08-15 11:00:00,12.0,33.0,2.0,11.29,33255.5,1791.67,116.31,3351.85,31347.52,64.2647,69.19446
2023-08-15 12:00:00,13.0,33.0,2.0,11.29,35361.35,1792.01,110.84,3184.2000000000003,33458.5,69.19446,83.77
2023-08-15 13:00:00,14.0,33.0,2.0,11.29,37927.02,1791.88,123.07,3180.7700000000004,36012.07,83.77,98.89533
2023-08-15 14:00:00,15.0,33.0,2.0,11.29,40861.52,1786.05,143.87,3165.88,38931.59999999999,98.89533,123.41848
2023-08-15 15:00:00,16.0,33.0,2.0,11.29,42965.05,1758.76,199.55,3131.92,41006.74,123.41848,147.00362
2023-08-15 16:00:00,17.0,33.0,2.0,11.29,44556.43,1692.87,294.99,3081.97,42568.57,147.00362,169.53749102743535
2023-08-15 17:00:00,18.0,33.0,2.0,11.29,45581.32,1456.23,442.58,2285.91,43682.509999999995,169.53749102743535,169.53749102743535
2023-08-15 18:00:00,19.0,33.0,2.0,11.29,45447.16,818.63,606.89,2214.88,44021.64000000001,169.53749102743535,169.53749102743535
2023-08-15 19:00:00,20.0,33.0,2.0,11.29,44098.72,166.96,731.13,2175.3599999999997,43200.630000000005,169.53749102743535,169.53749102743535
2023-08-15 20:00:00,21.0,33.0,2.0,11.29,42563.18,0.0,825.32,2262.63,41737.86,169.53749102743535,169.53749102743535
2023-08-15 21:00:00,22.0,33.0,2.0,11.29,40545.37,0.0,870.85,2185.7,39674.520000000004,169.53749102743535,169.53749102743535
2023-08-15 22:00:00,23.0,33.0,2.0,11.29,37152.8,0.0,896.63,2258.73,36256.170000000006,169.53749102743535,101.55336
2023-08-15 23:00:00,24.0,33.0,2.0,11.29,34114.98,0.0,910.13,2257.3199999999997,33204.850000000006,101.55336,87.46897
2023-08-16 00:00:00,1.0,33.0,3.0,11.37,31644.2,0.0,933.98,2595.1499999999996,30710.22,87.46897,75.47625
2023-08-16 01:00:00,2.0,33.0,3.0,11.37,29799.7,0.0,880.81,2597.9,28918.89,75.47625,71.05441
2023-08-16 02:00:00,3.0,33.0,3.0,11.37,28428.08,0.0,853.77,2485.87,27574.31,71.05441,66.31583
2023-08-16 03:00:00,4.0,33.0,3.0,11.37,27554.64,0.0,806.44,2431.0,26748.2,66.31583,66.16115
2023-08-16 04:00:00,5.0,33.0,3.0,11.37,27419.6,0.0,742.69,2702.09,26676.91,66.16115,65.79799
2023-08-16 05:00:00,6.0,33.0,3.0,11.37,28244.02,0.0,682.48,3185.81,27561.54,65.79799,72.27964
2023-08-16 06:00:00,7.0,33.0,3.0,11.37,29530.3,99.26,625.96,3089.83,28805.08,72.27964,88.69711
2023-08-16 07:00:00,8.0,33.0,3.0,11.37,30604.76,707.67,562.08,3113.3,29335.01,88.69711,72.83235
2023-08-16 08:00:00,9.0,33.0,3.0,11.37,31424.02,1440.5,438.67,3141.37,29544.850000000002,72.83235,66.19081
2023-08-16 09:00:00,10.0,33.0,3.0,11.37,32111.04,1716.93,295.94,3201.07,30098.170000000002,66.19081,66.06025
2023-08-16 10:00:00,11.0,33.0,3.0,11.37,33118.04,1761.92,196.1,3251.38,31160.020000000004,66.06025,67.59462
2023-08-16 11:00:00,12.0,33.0,3.0,11.37,34717.4,1775.45,136.05,3305.96,32805.9,67.59462,75.94846
2023-08-16 12:00:00,13.0,33.0,3.0,11.37,36794.86,1776.7,113.87,3284.76,34904.29,75.94846,84.76581
2023-08-16 13:00:00,14.0,33.0,3.0,11.37,39266.41,1769.13,124.28,3282.67,37373.00000000001,84.76581,100.0
2023-08-16 14:00:00,15.0,33.0,3.0,11.37,41779.02,1763.38,164.52,3266.2,39851.12,100.0,127.29979
2023-08-16 15:00:00,16.0,33.0,3.0,11.37,43878.77,1735.12,236.85,3234.15,41906.799999999996,127.29979,169.53749102743535
2023-08-16 16:00:00,17.0,33.0,3.0,11.37,45165.67,1657.35,341.64,3135.61,43166.68,169.53749102743535,169.53749102743535
2023-08-16 17:00:00,18.0,33.0,3.0,11.37,46174.3,1394.93,482.57,3071.33,44296.8,169.53749102743535,169.53749102743535
2023-08-16 18:00:00,19.0,33.0,3.0,11.37,45845.34,753.05,633.45,2204.02,44458.84,169.53749102743535,169.53749102743535
2023-08-16 19:00:00,20.0,33.0,3.0,11.37,44649.53,145.92,743.2,2162.01,43760.41,169.53749102743535,169.53749102743535
2023-08-16 20:00:00,21.0,33.0,3.0,11.37,43099.89,0.0,826.16,2183.66,42273.729999999996,169.53749102743535,169.53749102743535
2023-08-16 21:00:00,22.0,33.0,3.0,11.37,40776.05,0.0,891.96,2123.55,39884.090000000004,169.53749102743535,169.53749102743535
2023-08-16 22:00:00,23.0,33.0,3.0,11.37,37617.16,0.0,939.39,2247.19,36677.770000000004,169.53749102743535,103.10348
2023-08-16 23:00:00,24.0,33.0,3.0,11.37,34494.5,0.0,961.45,2260.66,33533.05,103.10348,94.26899
2023-08-17 00:00:00,1.0,33.0,4.0,11.09,31596.16,0.0,860.61,2464.42,30735.55,94.26899,69.1176
2023-08-17 01:00:00,2.0,33.0,4.0,11.09,29781.42,0.0,848.01,2608.35,28933.41,69.1176,68.12332
2023-08-17 02:00:00,3.0,33.0,4.0,11.09,28445.26,0.0,871.09,2624.51,27574.17,68.12332,61.83754
2023-08-17 03:00:00,4.0,33.0,4.0,11.09,27655.73,0.0,880.71,2625.9300000000003,26775.02,61.83754,61.16526
2023-08-17 04:00:00,5.0,33.0,4.0,11.09,27525.63,0.0,863.63,2542.83,26662.0,61.16526,61.21669
2023-08-17 05:00:00,6.0,33.0,4.0,11.09,28236.54,0.0,831.9,3257.05,27404.64,61.21669,70.97382
2023-08-17 06:00:00,7.0,33.0,4.0,11.09,29442.57,80.86,789.06,3259.35,28572.649999999998,70.97382,72.54533
2023-08-17 07:00:00,8.0,33.0,4.0,11.09,30451.13,628.4,723.45,3319.58,29099.28,72.54533,59.61283
2023-08-17 08:00:00,9.0,33.0,4.0,11.09,31218.88,1340.88,650.37,3390.12,29227.63,59.61283,51.43679
2023-08-17 09:00:00,10.0,33.0,4.0,11.09,31804.31,1658.74,538.48,3356.99,29607.09,51.43679,50.88095
2023-08-17 10:00:00,11.0,33.0,4.0,11.09,32732.95,1728.22,419.4,3397.67,30585.329999999998,50.88095,54.8852
2023-08-17 11:00:00,12.0,33.0,4.0,11.09,34142.94,1750.64,332.2,3482.42,32060.100000000002,54.8852,60.08
2023-08-17 12:00:00,13.0,33.0,4.0,11.09,35769.1,1750.88,288.82,3397.85,33729.4,60.08,61.64083
2023-08-17 13:00:00,14.0,33.0,4.0,11.09,37974.25,1748.1,320.49,3342.85,35905.66,61.64083,69.28422
2023-08-17 14:00:00,15.0,33.0,4.0,11.09,40178.17,1740.52,412.12,3291.25,38025.53,69.28422,77.75513
2023-08-17 15:00:00,16.0,33.0,4.0,11.09,42086.1,1714.16,538.0,3248.44,39833.939999999995,77.75513,83.64935
2023-08-17 16:00:00,17.0,33.0,4.0,11.09,43406.62,1641.97,664.62,3172.41,41100.03,83.64935,88.64266
2023-08-17 17:00:00,18.0,33.0,4.0,11.09,44177.12,1383.12,797.41,3047.6899999999996,41996.59,88.64266,120.0926
2023-08-17 18:00:00,19.0,33.0,4.0,11.09,44085.66,746.57,909.65,2194.71,42429.44,120.0926,169.53749102743535
2023-08-17 19:00:00,20.0,33.0,4.0,11.09,42878.57,142.19,973.39,2156.19,41762.99,169.53749102743535,169.53749102743535
2023-08-17 20:00:00,21.0,33.0,4.0,11.09,41556.49,0.0,1012.81,2194.3900000000003,40543.68,169.53749102743535,119.38197
2023-08-17 21:00:00,22.0,33.0,4.0,11.09,39545.79,0.0,1037.92,2164.49,38507.87,119.38197,89.77398
2023-08-17 22:00:00,23.0,33.0,4.0,11.09,36466.1,0.0,1050.73,2257.52,35415.369999999995,89.77398,80.11598
2023-08-17 23:00:00,24.0,33.0,4.0,11.09,33477.14,0.0,1049.94,2299.7999999999997,32427.2,80.11598,71.36202
2023-08-18 00:00:00,1.0,33.0,5.0,8.96,29151.88,0.0,1089.71,2842.14,28062.170000000002,71.36202,54.67124
2023-08-18 01:00:00,2.0,33.0,5.0,8.96,27544.44,0.0,1084.26,2870.82,26460.18,54.67124,52.21428
2023-08-18 02:00:00,3.0,33.0,5.0,8.96,26387.57,0.0,1090.94,2882.71,25296.63,52.21428,51.27011
2023-08-18 03:00:00,4.0,33.0,5.0,8.96,25655.38,0.0,1099.48,2887.5200000000004,24555.9,51.27011,48.70705
2023-08-18 04:00:00,5.0,33.0,5.0,8.96,25597.74,0.0,1096.37,2880.4300000000003,24501.370000000003,48.70705,48.91918
2023-08-18 05:00:00,6.0,33.0,5.0,8.96,26349.1,0.0,1045.67,3661.58,25303.43,48.91918,55.73991
2023-08-18 06:00:00,7.0,33.0,5.0,8.96,27343.84,88.82,980.6,3754.29,26274.420000000002,55.73991,54.99514
2023-08-18 07:00:00,8.0,33.0,5.0,8.96,28117.8,701.21,960.2,3700.83,26456.39,54.99514,48.49079
2023-08-18 08:00:00,9.0,33.0,5.0,8.96,28272.18,1454.97,921.79,3715.71,25895.42,48.49079,42.80752
2023-08-18 09:00:00,10.0,33.0,5.0,8.96,28263.74,1741.17,835.19,3758.04,25687.38,42.80752,37.73894
2023-08-18 10:00:00,11.0,33.0,5.0,8.96,28358.39,1789.72,706.78,3767.62,25861.89,37.73894,36.1257
2023-08-18 11:00:00,12.0,33.0,5.0,8.96,28918.71,1803.84,605.74,3813.6,26509.129999999997,36.1257,38.84576
2023-08-18 12:00:00,13.0,33.0,5.0,8.96,29977.53,1807.81,586.34,3860.24,27583.379999999997,38.84576,41.89424
2023-08-18 13:00:00,14.0,33.0,5.0,8.96,31632.45,1806.88,622.01,3858.62,29203.56,41.89424,46.18978
2023-08-18 14:00:00,15.0,33.0,5.0,8.96,33481.54,1802.27,700.06,3833.24,30979.21,46.18978,50.50818
2023-08-18 15:00:00,16.0,33.0,5.0,8.96,35430.68,1790.3,756.52,3847.24,32883.86,50.50818,54.34786
2023-08-18 16:00:00,17.0,33.0,5.0,8.96,36842.88,1745.4,783.55,3869.38,34313.92999999999,54.34786,57.99
2023-08-18 17:00:00,18.0,33.0,5.0,8.96,37870.31,1503.71,858.52,3742.88,35508.08,57.99,66.0
2023-08-18 18:00:00,19.0,33.0,5.0,8.96,37796.88,814.75,927.22,2918.91,36054.909999999996,66.0,76.5684
2023-08-18 19:00:00,20.0,33.0,5.0,8.96,36927.09,150.3,944.33,2872.52,35832.45999999999,76.5684,90.11188
2023-08-18 20:00:00,21.0,33.0,5.0,8.96,35954.95,0.0,960.97,2816.45,34993.979999999996,90.11188,72.52257
2023-08-18 21:00:00,22.0,33.0,5.0,8.96,34427.11,0.0,971.4,2807.14,33455.71,72.52257,69.68854
2023-08-18 22:00:00,23.0,33.0,5.0,8.96,32171.45,0.0,956.25,3098.6200000000003,31215.2,69.68854,61.25095
2023-08-18 23:00:00,24.0,33.0,5.0,8.96,29953.8,0.0,911.62,3102.68,29042.18,61.25095,57.18311
2023-08-19 00:00:00,1.0,33.0,6.0,6.69,28055.71,0.0,951.62,3140.9700000000003,27104.09,57.18311,51.3595
2023-08-19 01:00:00,2.0,33.0,6.0,6.69,26671.65,0.0,890.04,3172.29,25781.61,51.3595,50.54692
2023-08-19 02:00:00,3.0,33.0,6.0,6.69,25556.84,0.0,806.04,3176.84,24750.8,50.54692,48.27897
2023-08-19 03:00:00,4.0,33.0,6.0,6.69,24779.83,0.0,722.36,3129.86,24057.47,48.27897,46.75563
2023-08-19 04:00:00,5.0,33.0,6.0,6.69,24481.39,0.0,603.52,3121.08,23877.87,46.75563,45.27423
2023-08-19 05:00:00,6.0,33.0,6.0,6.69,24562.69,0.0,471.6,3084.3199999999997,24091.09,45.27423,51.3156
2023-08-19 06:00:00,7.0,33.0,6.0,6.69,24523.83,50.97,386.07,3098.14,24086.79,51.3156,49.56
2023-08-19 07:00:00,8.0,33.0,6.0,6.69,24686.45,750.23,328.94,3100.24,23607.280000000002,49.56,42.43454
2023-08-19 08:00:00,9.0,33.0,6.0,6.69,24845.42,1441.46,280.93,3160.46,23123.03,42.43454,38.17958
2023-08-19 09:00:00,10.0,33.0,6.0,6.69,24762.43,1665.66,235.18,3196.1499999999996,22861.59,38.17958,37.62293
2023-08-19 10:00:00,11.0,33.0,6.0,6.69,24958.74,1752.99,193.3,3239.69,23012.45,37.62293,37.32061
2023-08-19 11:00:00,12.0,33.0,6.0,6.69,25657.6,1761.8,177.11,3297.6099999999997,23718.69,37.32061,37.07143
2023-08-19 12:00:00,13.0,33.0,6.0,6.69,26901.39,1774.63,183.0,3323.65,24943.76,37.07143,39.89454
2023-08-19 13:00:00,14.0,33.0,6.0,6.69,28424.95,1767.97,220.24,3363.77,26436.739999999998,39.89454,42.86278
2023-08-19 14:00:00,15.0,33.0,6.0,6.69,30304.3,1744.8,293.48,3361.38,28266.02,42.86278,49.35323
2023-08-19 15:00:00,16.0,33.0,6.0,6.69,32294.66,1695.48,426.77,3362.1499999999996,30172.41,49.35323,53.19799
2023-08-19 16:00:00,17.0,33.0,6.0,6.69,33927.66,1617.4,587.95,3249.8199999999997,31722.31,53.19799,56.58864
2023-08-19 17:00:00,18.0,33.0,6.0,6.69,35338.54,1396.31,711.95,3276.13,33230.280000000006,56.58864,63.90682
2023-08-19 18:00:00,19.0,33.0,6.0,6.69,35634.02,716.1,778.28,2989.74,34139.64,63.90682,73.04313
2023-08-19 19:00:00,20.0,33.0,6.0,6.69,34996.31,95.17,819.29,2956.48,34081.85,73.04313,73.95654
2023-08-19 20:00:00,21.0,33.0,6.0,6.69,34413.4,0.17,869.05,2894.2200000000003,33544.18,73.95654,65.38957
2023-08-19 21:00:00,22.0,33.0,6.0,6.69,33059.12,0.0,888.8,2859.38,32170.320000000003,65.38957,61.93552
2023-08-19 22:00:00,23.0,33.0,6.0,6.69,31135.46,0.0,865.11,2890.69,30270.35,61.93552,58.7508
2023-08-19 23:00:00,24.0,33.0,6.0,6.69,29089.61,0.0,848.1,2904.95,28241.510000000002,58.7508,50.79028
2023-08-20 00:00:00,1.0,33.0,7.0,6.69,28113.17,0.0,713.48,2888.8100000000004,27399.69,50.79028,48.74611
2023-08-20 01:00:00,2.0,33.0,7.0,6.69,26816.91,0.0,565.38,2884.25,26251.53,48.74611,47.36
2023-08-20 02:00:00,3.0,33.0,7.0,6.69,25786.69,0.0,515.3,2938.25,25271.39,47.36,44.72842
2023-08-20 03:00:00,4.0,33.0,7.0,6.69,25084.95,0.0,438.8,2889.0299999999997,24646.15,44.72842,44.7011
2023-08-20 04:00:00,5.0,33.0,7.0,6.69,24667.32,0.0,324.8,2302.75,24342.52,44.7011,44.61182
2023-08-20 05:00:00,6.0,33.0,7.0,6.69,24635.91,0.0,305.63,2783.29,24330.28,44.61182,45.27459
2023-08-20 06:00:00,7.0,33.0,7.0,6.69,24421.76,35.28,315.73,2789.75,24070.75,45.27459,47.24814
2023-08-20 07:00:00,8.0,33.0,7.0,6.69,24591.22,530.26,302.84,2794.63,23758.120000000003,47.24814,44.94987
2023-08-20 08:00:00,9.0,33.0,7.0,6.69,24957.44,1002.87,243.2,2807.1400000000003,23711.37,44.94987,44.79226
2023-08-20 09:00:00,10.0,33.0,7.0,6.69,25410.22,1129.5,173.59,2821.3,24107.13,44.79226,46.42014
2023-08-20 10:00:00,11.0,33.0,7.0,6.69,26026.5,1152.84,130.0,2849.5699999999997,24743.66,46.42014,45.64658
2023-08-20 11:00:00,12.0,33.0,7.0,6.69,26755.34,1156.68,105.62,2805.05,25493.04,45.64658,45.15884
2023-08-20 12:00:00,13.0,33.0,7.0,6.69,27798.44,1070.44,93.49,2846.88,26634.51,45.15884,45.74701
2023-08-20 13:00:00,14.0,33.0,7.0,6.69,28954.65,1039.8,83.97,2805.4700000000003,27830.88,45.74701,49.41934
2023-08-20 14:00:00,15.0,33.0,7.0,6.69,30475.29,980.25,86.54,2806.92,29408.5,49.41934,52.0805
2023-08-20 15:00:00,16.0,33.0,7.0,6.69,32233.26,848.31,98.6,2813.0600000000004,31286.35,52.0805,55.15589
2023-08-20 16:00:00,17.0,33.0,7.0,6.69,33747.09,804.05,116.29,2746.46,32826.74999999999,55.15589,59.22964
2023-08-20 17:00:00,18.0,33.0,7.0,6.69,35027.92,693.87,138.46,2253.17,34195.59,59.22964,62.68908
2023-08-20 18:00:00,19.0,33.0,7.0,6.69,35579.09,338.79,155.99,2204.19,35084.31,62.68908,65.84992
2023-08-20 19:00:00,20.0,33.0,7.0,6.69,35309.36,49.24,177.21,2188.3,35082.91,65.84992,65.50474
2023-08-20 20:00:00,21.0,33.0,7.0,6.69,35073.15,0.11,236.36,2163.9700000000003,34836.68,65.50474,62.41596
2023-08-20 21:00:00,22.0,33.0,7.0,6.69,33747.21,0.0,316.63,2167.56,33430.58,62.41596,60.98165
2023-08-20 22:00:00,23.0,33.0,7.0,6.69,31494.27,0.0,360.99,2192.23,31133.28,60.98165,52.68018
2023-08-20 23:00:00,24.0,33.0,7.0,6.69,29263.13,0.0,364.6,2195.08,28898.530000000002,52.68018,49.8589
2023-08-21 00:00:00,1.0,34.0,1.0,6.69,27440.31,0.0,428.69,2319.49,27011.620000000003,49.8589,49.9686
2023-08-21 01:00:00,2.0,34.0,1.0,6.69,26209.7,0.0,392.01,2287.06,25817.690000000002,49.9686,47.74133
2023-08-21 02:00:00,3.0,34.0,1.0,6.69,25313.67,0.0,308.34,2293.2,25005.329999999998,47.74133,47.15054
2023-08-21 03:00:00,4.0,34.0,1.0,6.69,24943.77,0.0,230.48,2284.8199999999997,24713.29,47.15054,46.60087
2023-08-21 04:00:00,5.0,34.0,1.0,6.69,25299.89,0.0,187.71,2451.41,25112.18,46.60087,46.86697
2023-08-21 05:00:00,6.0,34.0,1.0,6.69,26541.35,0.0,190.16,3255.09,26351.19,46.86697,53.60711
2023-08-21 06:00:00,7.0,34.0,1.0,6.69,28094.84,36.11,190.2,3257.31,27868.53,53.60711,61.63244
2023-08-21 07:00:00,8.0,34.0,1.0,6.69,29467.21,548.27,166.56,3315.87,28752.379999999997,61.63244,55.02632
2023-08-21 08:00:00,9.0,34.0,1.0,6.69,29994.74,1090.53,166.39,3451.6099999999997,28737.820000000003,55.02632,51.17944
2023-08-21 09:00:00,10.0,34.0,1.0,6.69,30077.18,1228.31,210.24,3453.73,28638.629999999997,51.17944,49.46508
2023-08-21 10:00:00,11.0,34.0,1.0,6.69,30310.64,1293.04,295.71,3468.0600000000004,28721.89,49.46508,46.46172
2023-08-21 11:00:00,12.0,34.0,1.0,6.69,30691.02,1314.38,394.24,3480.1,28982.399999999998,46.46172,44.09398
2023-08-21 12:00:00,13.0,34.0,1.0,6.69,31324.68,1323.54,485.3,3495.29,29515.84,44.09398,42.13695
2023-08-21 13:00:00,14.0,34.0,1.0,6.69,32498.21,1310.77,556.88,3483.3500000000004,30630.559999999998,42.13695,42.15003
2023-08-21 14:00:00,15.0,34.0,1.0,6.69,33597.89,1296.22,604.37,3494.99,31697.3,42.15003,44.71946
2023-08-21 15:00:00,16.0,34.0,1.0,6.69,34675.88,1257.29,648.47,3511.08,32770.119999999995,44.71946,47.69514
2023-08-21 16:00:00,17.0,34.0,1.0,6.69,35774.19,1169.42,685.3,3350.5,33919.47,47.69514,51.41291
2023-08-21 17:00:00,18.0,34.0,1.0,6.69,36490.88,1032.31,693.75,3351.45,34764.82,51.41291,57.16628
2023-08-21 18:00:00,19.0,34.0,1.0,6.69,36461.32,547.77,664.31,2668.59,35249.240000000005,57.16628,63.23566
2023-08-21 19:00:00,20.0,34.0,1.0,6.69,36045.41,74.14,596.05,2617.6499999999996,35375.22,63.23566,67.94997
2023-08-21 20:00:00,21.0,34.0,1.0,6.69,35723.43,0.14,502.07,2602.21,35221.22,67.94997,64.03723
2023-08-21 21:00:00,22.0,34.0,1.0,6.69,34252.41,0.0,449.15,2766.4300000000003,33803.26,64.03723,63.04511
2023-08-21 22:00:00,23.0,34.0,1.0,6.69,31817.68,0.0,409.93,2800.26,31407.75,63.04511,56.08
2023-08-21 23:00:00,24.0,34.0,1.0,6.69,29518.61,0.0,343.7,2794.58,29174.91,56.08,51.39551
2023-08-22 00:00:00,1.0,34.0,2.0,7.01,27514.32,0.0,204.81,2900.3,27309.51,51.39551,44.03087
2023-08-22 01:00:00,2.0,34.0,2.0,7.01,26171.06,0.0,171.44,2891.77,25999.620000000003,44.03087,44.72233
2023-08-22 02:00:00,3.0,34.0,2.0,7.01,25229.58,0.0,138.45,3008.03,25091.13,44.72233,43.91461
2023-08-22 03:00:00,4.0,34.0,2.0,7.01,24771.79,0.0,108.06,2895.0699999999997,24663.73,43.91461,43.273
2023-08-22 04:00:00,5.0,34.0,2.0,7.01,24993.76,0.0,82.47,2887.41,24911.289999999997,43.273,43.83291
2023-08-22 05:00:00,6.0,34.0,2.0,7.01,26025.33,0.0,61.88,2859.6400000000003,25963.45,43.83291,48.82085
2023-08-22 06:00:00,7.0,34.0,2.0,7.01,27448.58,54.97,50.33,2895.85,27343.28,48.82085,57.63308
2023-08-22 07:00:00,8.0,34.0,2.0,7.01,28423.9,528.31,39.26,2901.3599999999997,27856.33,57.63308,46.35141
2023-08-22 08:00:00,9.0,34.0,2.0,7.01,28608.22,1198.51,33.26,3185.72,27376.450000000004,46.35141,45.83242
2023-08-22 09:00:00,10.0,34.0,2.0,7.01,28260.92,1518.71,32.56,3219.0600000000004,26709.649999999998,45.83242,47.33007
2023-08-22 10:00:00,11.0,34.0,2.0,7.01,28210.66,1609.98,32.55,3258.4399999999996,26568.13,47.33007,45.91636
2023-08-22 11:00:00,12.0,34.0,2.0,7.01,28498.26,1660.03,38.01,3021.3199999999997,26800.22,45.91636,44.75845
2023-08-22 12:00:00,13.0,34.0,2.0,7.01,29391.22,1678.2,46.57,3030.3500000000004,27666.45,44.75845,43.36189
2023-08-22 13:00:00,14.0,34.0,2.0,7.01,30868.46,1681.7,54.61,3059.09,29132.149999999998,43.36189,43.20445
2023-08-22 14:00:00,15.0,34.0,2.0,7.01,32604.57,1684.86,67.75,3026.29,30851.96,43.20445,46.15318
2023-08-22 15:00:00,16.0,34.0,2.0,7.01,34494.97,1670.29,86.84,2985.4,32737.84,46.15318,48.37915
2023-08-22 16:00:00,17.0,34.0,2.0,7.01,36137.99,1608.66,112.35,2936.54,34416.979999999996,48.37915,47.47961
2023-08-22 17:00:00,18.0,34.0,2.0,7.01,37337.13,1339.82,159.38,2958.26,35837.93,47.47961,54.32
2023-08-22 18:00:00,19.0,34.0,2.0,7.01,37704.03,680.07,229.32,2516.1800000000003,36794.64,54.32,65.04743
2023-08-22 19:00:00,20.0,34.0,2.0,7.01,37213.65,109.8,296.43,2478.11,36807.42,65.04743,75.8266
2023-08-22 20:00:00,21.0,34.0,2.0,7.01,36583.91,0.0,333.27,2454.1800000000003,36250.64000000001,75.8266,63.626
2023-08-22 21:00:00,22.0,34.0,2.0,7.01,34896.1,0.0,342.22,2465.23,34553.88,63.626,59.28725
2023-08-22 22:00:00,23.0,34.0,2.0,7.01,32268.74,0.0,344.44,2453.34,31924.300000000003,59.28725,53.76728
2023-08-22 23:00:00,24.0,34.0,2.0,7.01,29732.25,0.0,342.45,2466.36,29389.8,53.76728,50.15486
2023-08-23 00:00:00,1.0,34.0,3.0,7.07,26988.01,0.0,317.0,3070.7799999999997,26671.01,50.15486,45.25068
2023-08-23 01:00:00,2.0,34.0,3.0,7.07,25476.78,0.0,291.51,3054.44,25185.27,45.25068,43.6593
2023-08-23 02:00:00,3.0,34.0,3.0,7.07,24488.45,0.0,252.03,2422.04,24236.420000000002,43.6593,42.29223
2023-08-23 03:00:00,4.0,34.0,3.0,7.07,23939.72,0.0,203.55,2411.84,23736.170000000002,42.29223,42.06533
2023-08-23 04:00:00,5.0,34.0,3.0,7.07,24121.92,0.0,154.46,2410.06,23967.46,42.06533,42.35896
2023-08-23 05:00:00,6.0,34.0,3.0,7.07,25242.53,0.0,111.2,2364.2,25131.329999999998,42.35896,46.25076
