,Hour,Weekno,Enhanced_Weekday,gas_price,demand_2da,Solar7da,Wind7da,np15_outage_total,demandMinusWindMinusSolar,Ph,target0
2023-10-18 16:00:00,17.0,42.0,3.0,15.1,32172.72,1315.08,4.3,4503.8,30853.34,63.34335,90.19326
2023-10-18 17:00:00,18.0,42.0,3.0,15.1,33600.86,480.57,4.53,4461.98,33115.76,90.19326,157.8968
2023-10-18 18:00:00,19.0,42.0,3.0,15.1,33667.7,15.2,4.0,4425.74,33648.5,157.8968,169.53749102743535
2023-10-18 19:00:00,20.0,42.0,3.0,15.1,32744.01,0.0,3.26,4367.07,32740.75,169.53749102743535,148.65678
2023-10-18 20:00:00,21.0,42.0,3.0,15.1,31176.51,0.0,4.05,4429.46,31172.46,148.65678,117.32898
2023-10-18 21:00:00,22.0,42.0,3.0,15.1,29802.1,0.0,5.17,4441.299999999999,29796.93,117.32898,111.21935
2023-10-18 22:00:00,23.0,42.0,3.0,15.1,27617.06,0.0,6.5,4422.71,27610.56,111.21935,92.57464
2023-10-18 23:00:00,24.0,42.0,3.0,15.1,25547.59,0.0,9.58,4412.639999999999,25538.01,92.57464,82.33693
2023-10-19 00:00:00,1.0,42.0,4.0,14.92,24117.03,0.0,7.14,5427.8099999999995,24109.89,82.33693,73.02694
2023-10-19 01:00:00,2.0,42.0,4.0,14.92,23007.84,0.0,5.89,5418.61,23001.95,73.02694,70.48822
2023-10-19 02:00:00,3.0,42.0,4.0,14.92,22262.72,0.0,3.62,5409.110000000001,22259.100000000002,70.48822,68.63976
2023-10-19 03:00:00,4.0,42.0,4.0,14.92,21825.18,0.0,4.79,5410.96,21820.39,68.63976,69.00314
2023-10-19 04:00:00,5.0,42.0,4.0,14.92,22006.29,0.0,6.49,5414.84,21999.8,69.00314,68.16549
2023-10-19 05:00:00,6.0,42.0,4.0,14.92,23032.1,0.0,11.09,6160.23,23021.01,68.16549,69.45855
2023-10-19 06:00:00,7.0,42.0,4.0,14.92,24830.94,0.0,18.13,6163.52,24812.809999999998,69.45855,92.20496
2023-10-19 07:00:00,8.0,42.0,4.0,14.92,25590.51,151.81,24.09,6160.62,25414.609999999997,92.20496,90.0
2023-10-19 08:00:00,9.0,42.0,4.0,14.92,25231.68,1033.58,25.31,6162.22,24172.789999999997,90.0,67.23764
2023-10-19 09:00:00,10.0,42.0,4.0,14.92,24831.54,1584.49,22.49,6180.75,23224.559999999998,67.23764,59.72325
2023-10-19 10:00:00,11.0,42.0,4.0,14.92,24651.18,1641.3,21.24,6205.049999999999,22988.64,59.72325,61.77
2023-10-19 11:00:00,12.0,42.0,4.0,14.92,25014.89,1626.39,21.04,6242.799999999999,23367.46,61.77,59.68177
2023-10-19 12:00:00,13.0,42.0,4.0,14.92,25924.34,1600.74,20.09,5665.27,24303.51,59.68177,60.46478
2023-10-19 13:00:00,14.0,42.0,4.0,14.92,27730.51,1603.02,20.55,5686.57,26106.94,60.46478,64.74962
2023-10-19 14:00:00,15.0,42.0,4.0,14.92,30021.6,1604.11,21.7,5714.36,28395.789999999997,64.74962,70.11075
2023-10-19 15:00:00,16.0,42.0,4.0,14.92,32272.38,1560.11,21.14,5716.15,30691.13,70.11075,88.34694
2023-10-19 16:00:00,17.0,42.0,4.0,14.92,34270.87,1294.16,17.37,5683.21,32959.34,88.34694,122.95772
2023-10-19 17:00:00,18.0,42.0,4.0,14.92,35404.68,433.49,13.06,5487.36,34958.130000000005,122.95772,169.53749102743535
2023-10-19 18:00:00,19.0,42.0,4.0,14.92,35095.11,11.62,9.97,4639.72,35073.52,169.53749102743535,169.53749102743535
2023-10-19 19:00:00,20.0,42.0,4.0,14.92,33924.37,0.0,9.68,4629.4,33914.69,169.53749102743535,169.53749102743535
2023-10-19 20:00:00,21.0,42.0,4.0,14.92,32141.98,0.0,12.66,4708.9,32129.32,169.53749102743535,131.47984
2023-10-19 21:00:00,22.0,42.0,4.0,14.92,30717.43,0.0,17.44,4710.12,30699.99,131.47984,121.33407
2023-10-19 22:00:00,23.0,42.0,4.0,14.92,28430.15,0.0,57.02,4696.25,28373.13,121.33407,94.31157
2023-10-19 23:00:00,24.0,42.0,4.0,14.92,26254.77,0.0,142.35,4698.16,26112.420000000002,94.31157,84.15756
2023-10-20 00:00:00,1.0,42.0,5.0,14.58,24927.5,0.0,240.83,5422.76,24686.67,84.15756,77.3976
2023-10-20 01:00:00,2.0,42.0,5.0,14.58,23649.44,0.0,260.51,5383.66,23388.93,77.3976,70.16572
2023-10-20 02:00:00,3.0,42.0,5.0,14.58,22700.83,0.0,286.95,5376.25,22413.88,70.16572,69.27922
2023-10-20 03:00:00,4.0,42.0,5.0,14.58,22243.68,0.0,344.13,5376.29,21899.55,69.27922,69.52163
2023-10-20 04:00:00,5.0,42.0,5.0,14.58,22400.57,0.0,370.59,5365.3,22029.98,69.52163,70.29374
2023-10-20 05:00:00,6.0,42.0,5.0,14.58,23394.97,0.0,356.91,6122.030000000001,23038.06,70.29374,78.71232
2023-10-20 06:00:00,7.0,42.0,5.0,14.58,25176.21,0.0,312.92,6096.85,24863.29,78.71232,103.55016
2023-10-20 07:00:00,8.0,42.0,5.0,14.58,26093.99,179.5,265.63,6095.83,25648.86,103.55016,93.57784
2023-10-20 08:00:00,9.0,42.0,5.0,14.58,25799.17,837.99,222.88,6102.97,24738.299999999996,93.57784,65.34278
2023-10-20 09:00:00,10.0,42.0,5.0,14.58,25471.92,1412.42,184.16,6123.039999999999,23875.34,65.34278,55.37804
2023-10-20 10:00:00,11.0,42.0,5.0,14.58,25477.11,1535.07,160.53,6151.33,23781.510000000002,55.37804,55.97
2023-10-20 11:00:00,12.0,42.0,5.0,14.58,25568.19,1509.75,159.58,6103.35,23898.859999999997,55.97,55.18125
2023-10-20 12:00:00,13.0,42.0,5.0,14.58,26267.11,1469.08,168.55,5408.24,24629.48,55.18125,57.52553
2023-10-20 13:00:00,14.0,42.0,5.0,14.58,27855.71,1469.48,198.99,5429.719999999999,26187.239999999998,57.52553,59.92768
2023-10-20 14:00:00,15.0,42.0,5.0,14.58,29808.86,1490.27,248.99,5447.66,28069.6,59.92768,64.64925
2023-10-20 15:00:00,16.0,42.0,5.0,14.58,31628.92,1456.86,337.04,5429.780000000001,29835.019999999997,64.64925,71.599
2023-10-20 16:00:00,17.0,42.0,5.0,14.58,33012.01,1123.86,462.72,5374.42,31425.43,71.599,96.50404
2023-10-20 17:00:00,18.0,42.0,5.0,14.58,33829.41,414.92,606.13,5275.32,32808.36000000001,96.50404,119.64
2023-10-20 18:00:00,19.0,42.0,5.0,14.58,33617.54,10.3,738.76,4425.83,32868.479999999996,119.64,145.74023
2023-10-20 19:00:00,20.0,42.0,5.0,14.58,32370.2,0.0,835.71,4445.32,31534.49,145.74023,101.13392
2023-10-20 20:00:00,21.0,42.0,5.0,14.58,30644.51,0.0,908.89,4529.5,29735.62,101.13392,99.25238
2023-10-20 21:00:00,22.0,42.0,5.0,14.58,29357.5,0.0,986.27,4539.28,28371.23,99.25238,98.11848
2023-10-20 22:00:00,23.0,42.0,5.0,14.58,27508.54,0.0,1062.3,4528.26,26446.24,98.11848,83.88051
2023-10-20 23:00:00,24.0,42.0,5.0,14.58,25645.95,0.0,1101.85,4556.75,24544.100000000002,83.88051,77.96
2023-10-21 00:00:00,1.0,42.0,6.0,9.59,24381.84,0.0,1070.65,4872.84,23311.19,77.96,61.57205
2023-10-21 01:00:00,2.0,42.0,6.0,9.59,23209.58,0.0,1084.58,5257.469999999999,22125.0,61.57205,59.15663
2023-10-21 02:00:00,3.0,42.0,6.0,9.59,22374.58,0.0,1090.08,5268.59,21284.5,59.15663,59.27804
2023-10-21 03:00:00,4.0,42.0,6.0,9.59,21803.0,0.0,1082.6,5260.18,20720.4,59.27804,55.23385
2023-10-21 04:00:00,5.0,42.0,6.0,9.59,21644.77,0.0,1047.32,5153.0599999999995,20597.45,55.23385,59.60536
2023-10-21 05:00:00,6.0,42.0,6.0,9.59,21920.02,0.0,978.34,5087.24,20941.68,59.60536,61.48114
2023-10-21 06:00:00,7.0,42.0,6.0,9.59,22565.98,0.0,889.43,5904.289999999999,21676.55,61.48114,65.11387
2023-10-21 07:00:00,8.0,42.0,6.0,9.59,22752.88,129.75,816.23,5902.53,21806.9,65.11387,62.18215
2023-10-21 08:00:00,9.0,42.0,6.0,9.59,22611.24,635.41,817.37,5916.049999999999,21158.460000000003,62.18215,56.46235
2023-10-21 09:00:00,10.0,42.0,6.0,9.59,22113.77,1168.78,826.56,5927.53,20118.43,56.46235,50.89336
2023-10-21 10:00:00,11.0,42.0,6.0,9.59,21507.0,1389.84,770.12,5946.1,19347.04,50.89336,49.03744
2023-10-21 11:00:00,12.0,42.0,6.0,9.59,21079.13,1413.93,723.57,5948.29,18941.63,49.03744,42.55805
2023-10-21 12:00:00,13.0,42.0,6.0,9.59,21219.22,1398.9,722.11,5972.629999999999,19098.21,42.55805,40.65645
2023-10-21 13:00:00,14.0,42.0,6.0,9.59,21936.75,1402.93,738.05,5976.23,19795.77,40.65645,41.19885
2023-10-21 14:00:00,15.0,42.0,6.0,9.59,23126.38,1389.07,732.45,5983.62,21004.86,41.19885,45.80391
2023-10-21 15:00:00,16.0,42.0,6.0,9.59,24744.19,1289.91,710.57,5980.09,22743.71,45.80391,48.64799
2023-10-21 16:00:00,17.0,42.0,6.0,9.59,26351.3,917.62,705.43,5930.8,24728.25,48.64799,62.49021
2023-10-21 17:00:00,18.0,42.0,6.0,9.59,27544.51,314.85,714.77,4773.17,26514.89,62.49021,73.48909
2023-10-21 18:00:00,19.0,42.0,6.0,9.59,28298.06,6.73,715.91,4702.469999999999,27575.420000000002,73.48909,88.46346
2023-10-21 19:00:00,20.0,42.0,6.0,9.59,27885.23,0.0,713.21,4688.1,27172.02,88.46346,77.06246
2023-10-21 20:00:00,21.0,42.0,6.0,9.59,26740.22,0.0,719.17,4700.08,26021.050000000003,77.06246,73.52796
2023-10-21 21:00:00,22.0,42.0,6.0,9.59,25892.97,0.0,696.01,4712.32,25196.960000000003,73.52796,68.92111
2023-10-21 22:00:00,23.0,42.0,6.0,9.59,24662.79,0.0,655.62,4730.5599999999995,24007.170000000002,68.92111,61.45655
2023-10-21 23:00:00,24.0,42.0,6.0,9.59,23380.1,0.0,621.44,4750.66,22758.66,61.45655,59.73607
2023-10-22 00:00:00,1.0,42.0,7.0,9.59,22492.96,0.0,484.48,4792.02,22008.48,59.73607,53.20816
2023-10-22 01:00:00,2.0,42.0,7.0,9.59,21571.85,0.0,388.58,4407.3,21183.269999999997,53.20816,53.50947
2023-10-22 02:00:00,3.0,42.0,7.0,9.59,20842.5,0.0,279.91,4405.85,20562.59,53.50947,52.05663
2023-10-22 03:00:00,4.0,42.0,7.0,9.59,20465.42,0.0,183.82,4410.950000000001,20281.6,52.05663,50.70431
2023-10-22 04:00:00,5.0,42.0,7.0,9.59,20262.12,0.0,111.97,4418.42,20150.149999999998,50.70431,51.3952
2023-10-22 05:00:00,6.0,42.0,7.0,9.59,20389.71,0.0,69.51,4413.51,20320.2,51.3952,51.92351
2023-10-22 06:00:00,7.0,42.0,7.0,9.59,20912.2,0.0,52.52,4460.79,20859.68,51.92351,52.11972
2023-10-22 07:00:00,8.0,42.0,7.0,9.59,21086.02,146.11,49.52,4462.299999999999,20890.39,52.11972,51.9803
2023-10-22 08:00:00,9.0,42.0,7.0,9.59,20856.09,699.44,44.46,4535.35,20112.190000000002,51.9803,66.38465
2023-10-22 09:00:00,10.0,42.0,7.0,9.59,20290.76,1206.48,44.08,4540.54,19040.199999999997,66.38465,56.42
2023-10-22 10:00:00,11.0,42.0,7.0,9.59,19342.49,1339.8,64.51,4559.639999999999,17938.180000000004,56.42,53.25
2023-10-22 11:00:00,12.0,42.0,7.0,9.59,18745.17,1342.71,110.82,4560.969999999999,17291.64,53.25,51.56
2023-10-22 12:00:00,13.0,42.0,7.0,9.59,18578.52,1323.74,167.81,4582.23,17086.969999999998,51.56,50.0
2023-10-22 13:00:00,14.0,42.0,7.0,9.59,18968.18,1304.62,235.31,4587.93,17428.25,50.0,51.9566
2023-10-22 14:00:00,15.0,42.0,7.0,9.59,19882.23,1254.53,312.97,4595.07,18314.73,51.9566,51.98908
2023-10-22 15:00:00,16.0,42.0,7.0,9.59,21418.53,1157.92,396.95,4585.49,19863.66,51.98908,55.91
2023-10-22 16:00:00,17.0,42.0,7.0,9.59,23147.52,839.7,468.76,4546.99,21839.06,55.91,51.35085
2023-10-22 17:00:00,18.0,42.0,7.0,9.59,24801.51,286.58,502.65,4495.83,24012.279999999995,51.35085,64.64435
2023-10-22 18:00:00,19.0,42.0,7.0,9.59,26189.04,4.63,502.13,4478.860000000001,25682.28,64.64435,79.30646
2023-10-22 19:00:00,20.0,42.0,7.0,9.59,26235.67,0.0,474.9,4459.879999999999,25760.769999999997,79.30646,72.44562
2023-10-22 20:00:00,21.0,42.0,7.0,9.59,25296.79,0.0,435.75,4449.29,24861.04,72.44562,66.74546
2023-10-22 21:00:00,22.0,42.0,7.0,9.59,24555.28,0.0,408.51,4456.09,24146.77,66.74546,63.20895
2023-10-22 22:00:00,23.0,42.0,7.0,9.59,23326.3,0.0,391.68,4499.38,22934.62,63.20895,60.00058
2023-10-22 23:00:00,24.0,42.0,7.0,9.59,22116.22,0.0,355.72,4516.2,21760.5,60.00058,57.26708
2023-10-23 00:00:00,1.0,43.0,1.0,9.59,21529.08,0.0,130.98,4630.58,21398.100000000002,57.26708,49.93152
2023-10-23 01:00:00,2.0,43.0,1.0,9.59,20955.77,0.0,104.24,4914.6,20851.53,49.93152,50.18934
2023-10-23 02:00:00,3.0,43.0,1.0,9.59,20467.66,0.0,97.19,4931.8,20370.47,50.18934,50.33726
2023-10-23 03:00:00,4.0,43.0,1.0,9.59,20307.54,0.0,88.17,4933.24,20219.370000000003,50.33726,49.87285
2023-10-23 04:00:00,5.0,43.0,1.0,9.59,20741.79,0.0,85.07,4930.11,20656.72,49.87285,50.2317
2023-10-23 05:00:00,6.0,43.0,1.0,9.59,21958.28,0.0,89.24,5861.389999999999,21869.039999999997,50.2317,52.9228
2023-10-23 06:00:00,7.0,43.0,1.0,9.59,23976.24,0.0,92.17,6050.34,23884.070000000003,52.9228,62.27248
2023-10-23 07:00:00,8.0,43.0,1.0,9.59,25225.45,84.6,93.23,6079.380000000001,25047.620000000003,62.27248,61.64472
2023-10-23 08:00:00,9.0,43.0,1.0,9.59,25274.77,464.14,98.28,6006.460000000001,24712.350000000002,61.64472,73.27764
2023-10-23 09:00:00,10.0,43.0,1.0,9.59,24717.2,915.12,103.51,6032.24,23698.570000000003,73.27764,67.80644
2023-10-23 10:00:00,11.0,43.0,1.0,9.59,23836.9,1156.73,121.56,5896.3099999999995,22558.61,67.80644,58.77353
2023-10-23 11:00:00,12.0,43.0,1.0,9.59,23074.28,1261.5,149.78,5917.84,21663.0,58.77353,50.00636
2023-10-23 12:00:00,13.0,43.0,1.0,9.59,22653.99,1307.86,189.0,5939.9,21157.13,50.00636,48.58514
2023-10-23 13:00:00,14.0,43.0,1.0,9.59,22846.59,1338.84,214.3,5951.96,21293.45,48.58514,46.59
2023-10-23 14:00:00,15.0,43.0,1.0,9.59,23499.55,1372.32,208.13,5966.58,21919.1,46.59,42.10638
2023-10-23 15:00:00,16.0,43.0,1.0,9.59,24577.99,1359.88,216.07,5949.799999999999,23002.04,42.10638,47.84206
2023-10-23 16:00:00,17.0,43.0,1.0,9.59,25924.05,1037.96,252.62,5912.5599999999995,24633.47,47.84206,55.29456
2023-10-23 17:00:00,18.0,43.0,1.0,9.59,27426.21,356.07,304.06,5819.92,26766.079999999998,55.29456,69.96189
2023-10-23 18:00:00,19.0,43.0,1.0,9.59,28469.91,3.46,342.75,4864.889999999999,28123.7,69.96189,74.48506
2023-10-23 19:00:00,20.0,43.0,1.0,9.59,28134.86,0.0,367.63,4861.18,27767.23,74.48506,70.6625
2023-10-23 20:00:00,21.0,43.0,1.0,9.59,27075.73,0.0,388.51,4921.13,26687.22,70.6625,68.66983
2023-10-23 21:00:00,22.0,43.0,1.0,9.59,26144.6,0.0,407.35,4939.22,25737.25,68.66983,67.12395
2023-10-23 22:00:00,23.0,43.0,1.0,9.59,24589.39,0.0,439.21,4965.09,24150.18,67.12395,62.96313
2023-10-23 23:00:00,24.0,43.0,1.0,9.59,23168.1,0.0,463.91,4968.8,22704.19,62.96313,56.9495
2023-10-24 00:00:00,1.0,43.0,2.0,9.58,22072.2,0.0,440.26,4837.14,21631.940000000002,56.9495,58.06935
2023-10-24 01:00:00,2.0,43.0,2.0,9.58,21413.48,0.0,355.26,4804.52,21058.22,58.06935,58.33701
2023-10-24 02:00:00,3.0,43.0,2.0,9.58,20895.37,0.0,264.55,4764.8,20630.82,58.33701,57.62425
2023-10-24 03:00:00,4.0,43.0,2.0,9.58,20661.98,0.0,195.72,4757.6900000000005,20466.26,57.62425,57.64693
2023-10-24 04:00:00,5.0,43.0,2.0,9.58,20993.07,0.0,143.28,4754.7,20849.79,57.64693,58.20207
2023-10-24 05:00:00,6.0,43.0,2.0,9.58,22107.28,0.0,109.33,5509.49,21997.949999999997,58.20207,67.31135
2023-10-24 06:00:00,7.0,43.0,2.0,9.58,24048.42,0.0,88.63,5529.950000000001,23959.789999999997,67.31135,74.93855
2023-10-24 07:00:00,8.0,43.0,2.0,9.58,25203.61,147.94,68.83,5728.98,24986.84,74.93855,73.80809
2023-10-24 08:00:00,9.0,43.0,2.0,9.58,24619.38,767.99,50.03,5927.42,23801.36,73.80809,70.55768
2023-10-24 09:00:00,10.0,43.0,2.0,9.58,23428.32,1362.62,33.85,5824.41,22031.850000000002,70.55768,70.26503
2023-10-24 10:00:00,11.0,43.0,2.0,9.58,21988.15,1503.15,21.43,5725.38,20463.57,70.26503,64.65
2023-10-24 11:00:00,12.0,43.0,2.0,9.58,21001.55,1473.62,13.41,5796.83,19514.52,64.65,54.85261
2023-10-24 12:00:00,13.0,43.0,2.0,9.58,20703.44,1436.75,11.38,5826.2,19255.309999999998,54.85261,53.40157
2023-10-24 13:00:00,14.0,43.0,2.0,9.58,21148.32,1444.83,15.94,5792.94,19687.55,53.40157,53.30023
2023-10-24 14:00:00,15.0,43.0,2.0,9.58,22240.74,1473.03,29.04,5796.92,20738.670000000002,53.30023,55.28212
2023-10-24 15:00:00,16.0,43.0,2.0,9.58,23842.41,1446.65,52.5,5803.48,22343.26,55.28212,59.9722
2023-10-24 16:00:00,17.0,43.0,2.0,9.58,25661.6,1086.94,91.13,5647.91,24483.53,59.9722,65.44797
2023-10-24 17:00:00,18.0,43.0,2.0,9.58,27283.09,369.41,166.1,5541.18,26747.58,65.44797,79.37097
2023-10-24 18:00:00,19.0,43.0,2.0,9.58,28400.91,2.68,291.27,4690.92,28106.96,79.37097,88.77531
2023-10-24 19:00:00,20.0,43.0,2.0,9.58,28152.49,0.0,427.79,4693.54,27724.7,88.77531,80.43465
2023-10-24 20:00:00,21.0,43.0,2.0,9.58,27149.26,0.0,525.74,4728.08,26623.519999999997,80.43465,78.59402
2023-10-24 21:00:00,22.0,43.0,2.0,9.58,26135.38,0.0,578.23,4716.9400000000005,25557.15,78.59402,75.8905
2023-10-24 22:00:00,23.0,43.0,2.0,9.58,24560.23,0.0,618.68,4759.17,23941.55,75.8905,66.13509
2023-10-24 23:00:00,24.0,43.0,2.0,9.58,23128.09,0.0,666.24,4756.7,22461.85,66.13509,66.34872
2023-10-25 00:00:00,1.0,43.0,3.0,9.22,22562.53,0.0,743.71,4738.87,21818.82,66.34872,57.40201
2023-10-25 01:00:00,2.0,43.0,3.0,9.22,21856.12,0.0,823.2,4751.1,21032.92,57.40201,57.38128
2023-10-25 02:00:00,3.0,43.0,3.0,9.22,21289.2,0.0,881.01,4744.64,20408.190000000002,57.38128,57.46775
2023-10-25 03:00:00,4.0,43.0,3.0,9.22,21075.86,0.0,920.56,4737.47,20155.3,57.46775,57.41421
2023-10-25 04:00:00,5.0,43.0,3.0,9.22,21440.68,0.0,926.88,4751.5199999999995,20513.8,57.41421,57.31974
2023-10-25 05:00:00,6.0,43.0,3.0,9.22,22503.33,0.0,925.44,5543.76,21577.890000000003,57.31974,65.54446
2023-10-25 06:00:00,7.0,43.0,3.0,9.22,24508.32,0.0,926.72,5603.75,23581.6,65.54446,73.57124
2023-10-25 07:00:00,8.0,43.0,3.0,9.22,25803.62,139.4,911.6,5599.29,24752.62,73.57124,73.43861
2023-10-25 08:00:00,9.0,43.0,3.0,9.22,25399.76,727.4,908.17,5600.01,23764.19,73.43861,68.08154
2023-10-25 09:00:00,10.0,43.0,3.0,9.22,24572.02,1303.5,922.92,5609.01,22345.600000000002,68.08154,64.60722
2023-10-25 10:00:00,11.0,43.0,3.0,9.22,23397.34,1448.66,911.44,5617.12,21037.24,64.60722,57.0
2023-10-25 11:00:00,12.0,43.0,3.0,9.22,22445.03,1418.83,860.12,5649.91,20166.079999999998,57.0,53.03359
2023-10-25 12:00:00,13.0,43.0,3.0,9.22,21925.8,1384.67,786.49,5608.4400000000005,19754.639999999996,53.03359,48.52
2023-10-25 13:00:00,14.0,43.0,3.0,9.22,22176.4,1385.02,718.78,5604.92,20072.600000000002,48.52,52.16
2023-10-25 14:00:00,15.0,43.0,3.0,9.22,22956.35,1365.46,667.88,5585.38,20923.01,52.16,53.24357
2023-10-25 15:00:00,16.0,43.0,3.0,9.22,24146.98,1244.39,625.42,5585.01,22277.170000000002,53.24357,53.71014
2023-10-25 16:00:00,17.0,43.0,3.0,9.22,25521.62,849.73,608.47,5561.23,24063.42,53.71014,62.0
2023-10-25 17:00:00,18.0,43.0,3.0,9.22,26779.15,263.2,606.25,5483.200000000001,25909.7,62.0,74.83058
2023-10-25 18:00:00,19.0,43.0,3.0,9.22,27874.22,1.57,579.38,4679.63,27293.27,74.83058,76.62536
2023-10-25 19:00:00,20.0,43.0,3.0,9.22,27848.64,0.0,540.53,4673.8099999999995,27308.11,76.62536,74.88613
2023-10-25 20:00:00,21.0,43.0,3.0,9.22,26958.89,0.0,505.33,4716.21,26453.559999999998,74.88613,73.90179
2023-10-25 21:00:00,22.0,43.0,3.0,9.22,26050.4,0.0,488.74,4713.98,25561.66,73.90179,72.70866
2023-10-25 22:00:00,23.0,43.0,3.0,9.22,24596.85,0.0,482.15,4778.110000000001,24114.699999999997,72.70866,62.88227
2023-10-25 23:00:00,24.0,43.0,3.0,9.22,23275.13,0.0,446.34,4779.18,22828.79,62.88227,62.60943
2023-10-26 00:00:00,1.0,43.0,4.0,8.48,22413.02,0.0,472.48,4723.24,21940.54,62.60943,62.67967
2023-10-26 01:00:00,2.0,43.0,4.0,8.48,21679.91,0.0,364.79,4723.2,21315.12,62.67967,62.86411
2023-10-26 02:00:00,3.0,43.0,4.0,8.48,21134.14,0.0,253.47,4713.64,20880.67,62.86411,62.25008
2023-10-26 03:00:00,4.0,43.0,4.0,8.48,20916.95,0.0,180.33,4719.86,20736.62,62.25008,62.26808
2023-10-26 04:00:00,5.0,43.0,4.0,8.48,21291.7,0.0,159.3,4691.85,21132.4,62.26808,62.24039
2023-10-26 05:00:00,6.0,43.0,4.0,8.48,22472.49,0.0,179.25,5467.08,22293.24,62.24039,71.21217
2023-10-26 06:00:00,7.0,43.0,4.0,8.48,24607.11,0.0,222.73,5481.41,24384.38,71.21217,73.63098
2023-10-26 07:00:00,8.0,43.0,4.0,8.48,25968.31,152.24,275.8,5418.17,25540.27,73.63098,76.9966
2023-10-26 08:00:00,9.0,43.0,4.0,8.48,25334.27,787.82,328.66,5453.33,24217.79,76.9966,74.88688
2023-10-26 09:00:00,10.0,43.0,4.0,8.48,24072.57,1398.92,372.12,5468.48,22301.530000000002,74.88688,72.82186
2023-10-26 10:00:00,11.0,43.0,4.0,8.48,22623.33,1544.92,405.05,5498.57,20673.360000000004,72.82186,64.62447
2023-10-26 11:00:00,12.0,43.0,4.0,8.48,21423.93,1516.8,385.67,5477.62,19521.460000000003,64.62447,65.0
2023-10-26 12:00:00,13.0,43.0,4.0,8.48,20739.3,1488.51,298.77,5477.51,18952.02,65.0,59.49299
2023-10-26 13:00:00,14.0,43.0,4.0,8.48,20823.7,1491.19,198.04,5478.719999999999,19134.47,59.49299,58.40646
2023-10-26 14:00:00,15.0,43.0,4.0,8.48,21528.88,1514.89,116.78,5497.52,19897.210000000003,58.40646,60.0
2023-10-26 15:00:00,16.0,43.0,4.0,8.48,22797.77,1500.3,70.44,5502.92,21227.030000000002,60.0,65.32663
2023-10-26 16:00:00,17.0,43.0,4.0,8.48,24402.77,1122.64,46.52,5469.469999999999,23233.61,65.32663,75.44661
2023-10-26 17:00:00,18.0,43.0,4.0,8.48,26062.43,365.94,32.04,5341.16,25664.45,75.44661,79.25823
2023-10-26 18:00:00,19.0,43.0,4.0,8.48,27461.45,1.18,43.96,4503.74,27416.31,79.25823,84.80975
2023-10-26 19:00:00,20.0,43.0,4.0,8.48,27498.44,0.0,99.73,4483.0,27398.71,84.80975,78.58844
2023-10-26 20:00:00,21.0,43.0,4.0,8.48,26741.13,0.0,155.44,4541.27,26585.690000000002,78.58844,77.53977
2023-10-26 21:00:00,22.0,43.0,4.0,8.48,26031.19,0.0,170.38,4599.469999999999,25860.809999999998,77.53977,76.36171
2023-10-26 22:00:00,23.0,43.0,4.0,8.48,24609.86,0.0,175.9,4635.48,24433.96,76.36171,75.9083
2023-10-26 23:00:00,24.0,43.0,4.0,8.48,23250.84,0.0,180.59,4610.79,23070.25,75.9083,71.20463
2023-10-27 00:00:00,1.0,43.0,5.0,8.46,22254.69,0.0,243.17,4426.89,22011.52,71.20463,66.34668
2023-10-27 01:00:00,2.0,43.0,5.0,8.46,21558.06,0.0,287.0,4370.21,21271.06,66.34668,61.36619
2023-10-27 02:00:00,3.0,43.0,5.0,8.46,21034.29,0.0,328.85,4370.65,20705.440000000002,61.36619,60.60653
2023-10-27 03:00:00,4.0,43.0,5.0,8.46,20857.86,0.0,342.9,4364.71,20514.96,60.60653,60.55232
2023-10-27 04:00:00,5.0,43.0,5.0,8.46,21192.61,0.0,340.86,4411.27,20851.75,60.55232,60.69313
2023-10-27 05:00:00,6.0,43.0,5.0,8.46,22198.61,0.0,339.57,5152.01,21859.04,60.69313,70.00134
2023-10-27 06:00:00,7.0,43.0,5.0,8.46,24190.82,0.0,316.98,5183.969999999999,23873.84,70.00134,75.2946
2023-10-27 07:00:00,8.0,43.0,5.0,8.46,25529.5,102.37,270.71,5239.77,25156.420000000002,75.2946,74.79639
2023-10-27 08:00:00,9.0,43.0,5.0,8.46,24953.24,624.03,219.98,5252.700000000001,24109.230000000003,74.79639,73.16819
2023-10-27 09:00:00,10.0,43.0,5.0,8.46,23656.53,1219.32,176.15,5270.33,22261.059999999998,73.16819,62.39141
2023-10-27 10:00:00,11.0,43.0,5.0,8.46,22079.91,1421.42,148.4,5297.88,20510.089999999997,62.39141,63.73
2023-10-27 11:00:00,12.0,43.0,5.0,8.46,20738.82,1413.01,122.13,5320.33,19203.68,63.73,61.3967
2023-10-27 12:00:00,13.0,43.0,5.0,8.46,20007.93,1399.83,98.27,5253.73,18509.829999999998,61.3967,55.24556
2023-10-27 13:00:00,14.0,43.0,5.0,8.46,20078.2,1474.56,89.65,5146.09,18513.989999999998,55.24556,48.68074
2023-10-27 14:00:00,15.0,43.0,5.0,8.46,20737.94,1495.57,91.43,5152.18,19150.94,48.68074,49.49186
2023-10-27 15:00:00,16.0,43.0,5.0,8.46,22013.43,1474.05,107.87,5157.09,20431.510000000002,49.49186,54.94245
2023-10-27 16:00:00,17.0,43.0,5.0,8.46,23527.36,1087.52,144.14,5131.18,22295.7,54.94245,58.56743
2023-10-27 17:00:00,18.0,43.0,5.0,8.46,25224.84,342.68,201.93,5062.03,24680.23,58.56743,75.81441
